textNo,text
74,here ia a moment with the do wait for sir not i indeed i have enough of he for one mon ing child his moment escaped from such n penance as i have been enduring while you were hare so and so happy it might ha ve been ns if you bud been iu mj place you always to keep ont of these l iâ was a moat unjust reflection but could allow for it id let it pass was vexed and her temper n aa hasty but lt that it would last and taking no only not seen mr tea we saw him he away as if upon death and could but just spare time to tell us hit errand and you all were it is a pity that he should hare so much trouble for that is miss maria s concern i am not obliged to punish myself for sins the mother i could not avoid as long as my tiresome aunt was dancing about with the but tiie a i can get away from and she immediately scrambled across the fence and walked not to s last question of whether she â een anything of and the sort of dread in now eat of seeing mr prevented her thinking so much of their continued absence however as she might bare she felt that he been very ill used and was quite in having to communicate what had passed he joined five minutes after s and though she made the best of the story he was evidently and displeased in ad common degree at first he scarcely said anything his looks only expressed his extreme surprise and vexation and he walked the gate and stood there without seeming to know what to d t they desired me to stay my cousin maria charged me to you would find them at that or do not believe i shall go any further said he sullenly we nothing of them by the time i get to the they n me somewhere else have had walking enough and he sat down with a moat gloomy countenance hy i am very sorry said she it is very unlucky to be able to say something more to the an interval of silence i think they might oa i for me said he miss thought you would follow her i not have had to follow her if she had staid this could not bo denied and woe after pause bo wi on â pray price are i admirer of mr as some people m j t see ill him â â â sâ mâ nobody call an â â m than ere foot eight i he is an a i ore no at w it well without a small â h and did ni him i if i had made difficult the night been excuse but i went rf it nothing could he more j manner i un hm i dare jou walked as u you it is du know spot to he quite and when people are waiting are judge of ad and ever half minute like five he got up and walked to the gate again and willed be key about him at the time thought â in bis there an indication of ber to attempt and she said pity you should not join them expected to a of the house from that part of the park and will be i it may be and of that sort you be without she found herself more in sending away than l was worked on i â aid he if you think liad better go it be and letting himself out without ceremony s thoughts were now all engrossed by tbe two who ll left her so ago and quite impatient she go in of them she followed their step along the and had just up into another when the ua laugh of once more caught her ear the â p them â were returned into the a from the pork lo e not had tempted them very after t leaving her and they had been a portion of tbe the very avenue which had been hoping the whole to reach at lost and bad been sitting down under one of the this n os their history it was evident that they had been ing their time pleasantly and were not aware of the length tf s best consolation was la being that e j had ber very much and that he have back for her had die not been tired already but was not quite sufficient to do the pain of having been left ii whole hour when he had talked of only a minute nor to banish the sort of curiosity she felt to know what they had about all time and the result of the whole was to be disappointment and depression as they prepared by general aunt to return to tbe house j on reaching the bottom of the steps to the rf and mrs s mt ar at the end ol an â n an r v v â ir tbe hi u of her she bad a of i a gi au oi jt i t s bad to the told her â and d lier the for a i s leaving they bad been met by tlie bad made a must l liim ri lit as to bis s st na and him a fur it i n ii hei au aad d with a ver curious n of they to the house there lie time y witb and i till of the others and t late before the and tlie and their did not to have â my or at all of â i li l it â â â â â â lâ on i mr â t more gay and she bought iv during dinner to away any general d hy tea and a too 
74,w â i and time of â i n ai d of till i door and about w b eggs ami a cream i made of civil to mrs h y to lead the way at the same moment mr said i i am not to lose my o h she is afraid of the air in bo exposed a i liad not been foreseen but was very s day was likely lo end well as it had made up her mind to disappointed but her conviction of f comforted her under it and enabled â â â parting attentions as die ought he tu hand b ir the and his complacency been a fine day fur upon my aa drove lie beginning i life you la to your aunt and me good day of things and is a basket of between been my my dear it is n beautiful little tbat old gardener would make me but if it is in your hare it in m lap directly there you k parcel for me take great care of it do not let it full it just like the excellent one we bad at dinner would that good old mrs but my taking one the i stood out an long ns i could till tlie came into and i knew it vas tbe sort that my bo delighted with that mrs u a she was when i o her whether wine was at the and she has away two wearing white gowns take of the cheese now l can manage tbe other parcel and the basket veiy well what else have you been said maria half pleased tiiat be so my it is nothing but four of those s eggs which mrs would quite force upon wa would not take a denial she said it must be an ment to mo as she understood i quite alone to have a living creatures of tliat sort and so to be sure it will i get tbe to â et under the first spare hen and it to good i can bare them ed to my own a and it will he a great delight to mo in my hours to to and if i have good luck your â hall have some j it was a evening mild and still and the li at the serenity of nature make it but speaking it was altogether a silent drive to â â their spirits were in general and to mine whether the had afforded most occupy tbe of xl thb day at with all its afforded the much more agreeable feelings than were derived from the letters from which soon af reached i it was much to think of than father think of father in england again within a period which these letters obliged them to do was a welcome exercise november was tbe black month fixed for hi thomas wrote of it with as much decision as experience and so nearly to justify him in proposing to take his passage in the p ae and looked with mb beloved family e in more to be k ft i in the t the n h ev a and the return of the friend most for her h would unite her to the lover on whom she l that hap should depend it was a prospect and all she could do was to throw a over it and hope when the mist cleared she see else it would be in there were delay s u or that which their eyes white they look or their tbey reason feels the comfort of it would be the middle of at least the middle of november was off three months thirteen weeks might happen in thirteen weeks sir thomas would have been deeply by n suspicion of that felt on the subject of his return and would hardly hare consolation in a knowledge of the interest it in the breast of another young lady on up with her brother to spend the evening at heard the good news and though seeming to have no in the affair beyond politeness to have all her in a quiet heard it with an attention mrs gave the particulars of the did the was but after tea as miss was at an open window with and looking out a twilight while the miss mr and henry were all busy with at the piano she revived it by turning round towards the and n ng mr looks he ii of â â el looked round at mr too but had nothing bo any tour father s return will be a very i â â it indeed after such an absence on not only g bnt including so many it will be the also of other interesting events a marriage and taking orders â â yea t be add she laughing hut it me a mind of of the old heathen heroes who after performing treat e in a foreign land offered sacrifices to the gods on safe return there no in the case replied with a gin e and glancing at the piano again it is entirely own doing oh yes i know it ia i was merely joking she no â what every young woman would do and i have no of li t extremely happy my other of course i â â l s i quite as ft ft if j and i o well there is a ery g â â suppose has me i â t that i om it has c a t ur your but it is more id tc on t ib r tt s â ue i a for me did me it h to ht i ace no why a man n for tliat he will ill i u to i hope i not h tâ i it in b and f am my father â n to it i no doubt 
74,i wm link it â sort of thing n â ž of an admiral to go the y or tlie son of k g ih ri t j be in tlie army aud nobody wrong ix prefer the where van them beat or to be in ill il tl iu tliey appear i price and for good is it ha e r and y in society nobody l un u and motive of a man who takes orders the if may be yon think said be j if a no for to bâ justified in your eyes must do it of any provision i take on a indeed madness shall i ask yoa how the id t to take a would not know to au e lo the clergyman om own bo by those feelings you highly as temptation to the and sailor in choice of â profession as heroism and and are all him he ought co less liable tâ the of wanting or in of his oh doubt lie is in preferring an income ready to the trouble of working for who has the of doing nothing all of ills days bat grow fat il mr ui indeed fa v of ease a want of all ambition of ta or of to take the trouble of men a clergyman hu r and read the â his wife does all tin â j is to dine no doubt but i think tl i in of li is that own can much of you con h vâ been acquainted few of a act of you â lively ore â i what you bâ en told at j our s table to me the and an is it is correct have not of the of it it been by too tl any oi information one body ol e d mâ ti are c there must be a deficiency ot ia or of e te tour uncle and his little of beyond tha whom good or bad they are always away poor he has net with great from the of tlie was a tender of i very to the â bar own fe i s if not of the con i have been ao little to take my opinions my said miss suppose â and me so bard i must observe that i am nut entirely tbe means of seeing what at present the guest of my own brother dr grant aud though dr i most kind and obliging to me and though be is m and i dare say a good scholar aud and good and is very ace to be ui selfish ban who have his consulted in will not stir a car the of any and who moreover if cook makes a blunder is ont ot with his wife to own the and i driven out this ver evening by a disappointment â which be gi t the butter ot my was forced to stay and bear it i do not wonder at your upon my word it is a of temper made worse by a very of and to see sister from it must be painful to such feelings as yours it im we cannot attempt to defend dr grant no replied but we need not give up bis jl e whatever dr had i q not ji temper into it he i navy or the army have had a great many more i than he has now i more would by him as a or soldier than as a cannot but suppose that whatever there in dr grant would have been in ft â worse in a more â â i would had less time e that ut t knowledge which iv is im o â k â hâ hâ i u the rf teaching t i h week cannot go to church every and good in no good a manner as he does without better for it himself it must make him and i hare no that be oftener to restrain he if he been an thing but a clergy man we the to be sure but i wish t better fate price than to be the wife of a man depends upon own for lie may into a od humour every sunday it will be bud to him about from monday till night i the man who could often quarrel with x must be beyond the reach of turned farther into the window and only time to say in a pleasant manner i fancy miss but been more used to deserve praise than to hear it j when earnestly invited by the miss to join in a glee she tripped off to the instrument leaving looking after her in an of admiration of all her many virtues from her obliging down to her light and tread there goes good i am sure said he presently a temper wliich would never give pain die i i and how readily she falls in with the at j them the moment she is asked what a pity hi added after an instant s reflection that she should have been ia hands agreed to it and bad the pleasure of seeing at the with her in of tiie expected glee and of his eyes turned like hers towards the scene without when all that was and soothing and lovely appeared in the brilliancy of an and ho contrast of the deep of tlie woods spoke her feelings here s harmony said she s repose i here s what may leave all painting and all music behind and what poetry only can attempt to here s what may every care and lift the heart to when i look out on a night as i feel aa if then could he neither wickedness nor sorrow in the world and them would be less of both if the of nature were more attended to and people wore carried more out of by 
74,contemplating such a scent i like to bear your enthusiasm it is a lovely and they are much to be pitied who have not been taught to e in some degree as you do who have not at been a for nature in early life they lose a great deal taught me to and feel on the or i had a apt s i and the bear i wish could h on the lawn for it is a great b tâ l i not know how it has happened the glee will silly till is he ma on the and as it advanced tbe had the mortification of mm too forward by gentle the and it ceased be vas by ihe â ing tâ among the most urgent in to hear the glee sa was to return in november and his son liad duties to call him earlier home the of si i of mr first in a letter to then in a letter to and by the end ut august he to be gay agreeable and gallant again as occasion ot demanded to tell of races and parties aad to which she might have before with some interest and altogether to give her the by the power of actual of her his younger brother i it and she was heartily sorry for it but ea u ea far meaning to marry the elder she did â ot want to attract beyond what the claims of beauty required his absence i anything but pleasure in view and his own will iq made it perfectly clear that he did not care about and ul indifference was so much more than equalled by her own that he now to forth the owner of tlie complete which he was to be in time she did not â he could accept him the and duties which brought mr to took mr into could not do him in the l of september ue went â â a fortnight of such to the oa to have put them both on their guard and made even in her jealousy of her sister the absolute ot his aod wishing him not to return and a of ut leisure in the of shooting and tt to the gentleman that he to keep ik been in the habit of examining h own motives and to wliat the indulgence of his idle vanity â and from prosperity and had he look the present moment the band and encouraging were au lo his in to equal fin i fl w returned to it at a v h iâ j as bj w i h with mr to to her a to the repeated a at bad e his jealous of his of ca and his zeal after will not flat their to female feelings without some talent oa one â ome attachment to the other had mr and and felt all the right of bim more e the might be in bo doing by the hints of mrs grant in to credit what she wished and maria by the hints of mr everything returned into the same channel as before hia absence his manners being to each so animated and agreeable as to lose no ground with either and just stopping short of the the tlie and warmth general notice wm the only one of tbe party who found anything to but since tbe day at she could never sea mr with either sister without and seldom or censure i and had confidence in her own bees equal to her exercise of it in every respect bad a been that she waa seeing clearly and candidly du probably have made some hi to bat a it was however she only a hint and the hint was lost i am rather surprised said she â â tint mr should come again bo soon after being here lo long j ill seven weeks for i he was bo t t of change and moving about that i something occur be was ont o gone to take him be is used to places than it is to his credit was h answer and i say it bis r e does not his unsettled what a favourite he ia with my tes his manners to women are such as must please i believe su him of a for i never seen much symptom of it but i wish it mâ y be so i â has ab but what a would if miss not said caution i could think be admired her which is perhaps in of bis liking bâ â t you may be aware i believe it often nt he has quite made up bis oh d mind wilt the sister or intimate of the woman be is o more tbe woman b is ton much i â â here if he m any r i n n i am it at all for her after such a i â â â that are not f ha e been tm b v in all â and all the help of a o j noticed in some fit i â ii â c was mr choice ae â â w she one to tbe of ber â as well its to her and the i on a point of i and could n she and glad would she hare been obliged lo listen for it was while all the other i and she most among hm at the fire longing for tbe re entrance of her elder dâ whom all her own of n partner then depended â ball the preparation or ir of many a lady s first the thought only of the bout on tbe late acquisition of a player in die i the of raising ate with the â mr and a new intimate friend of mr s â i visit it had been a very happy one i fear dances and 
75,she was quite grieved to ii of an hour sod now at the and now at the door this i the two toned indies was on im mrs â her eyes toward ii who for time â â line happy again now ain indeed replied the other with a stately be some in looking on aud i think it n they should ha re obliged to young should be with i wonder my did not propose it bay he did ma am mr is a strict sense of propriety so much si one seldom meets with now a mrs iâ that wish of avoiding dear ain on f this a how different from what it w indeed look happy her eyes were raw and she was with great for partner mr were close to her they were t together how she had looked could il ta she had been dancing with herself said â â about her it is quite ma am to me properly happy go well suited and so much tbe cannot but think of dear sir s delight and ma am to the of another match mr l t example and inch are and mr e u liis property f now ma m i i i was quite at â â no m what have a year is a pretty and a very genteel young man so i hope be very happy it is not a ma am yet we of it among but i have little doubt it ie he it particular in could listen no farther wondering all suspended for a time mr bâ n in the room and though feeling it would be a great honour to be by l â he thought it must happen he came towards their little but asking her to e drew a chair near her and her an of the state of a bone and tiie on of the groom from he had just parted found thai it was not tu be and in the modesty of her nature immediately felt that she had been m in it of his he took a newspaper from the table and looking in a languid way if you want to stand up with you with more thou equal civility the r declined she did not wish to am glad of it said he la h much tone and throwing down the newspaper again for i am tired to death only wonder how the good people can keep it up so long tliey need be all in love to any amusement in such and ao they ore i fancy if you look at them you may see they are ea many couple of lover â all but and mrs grant â and between ourselves she poor want a lover as much as any one of them a desperate dull ufe hers must be with the doctor making a sly face as towards the chair of the latter who however to he cl me ua made a change of expression â necessary as in spite of everything could laughing at in america br what is your opinion f come to you to know j an to think of public matters â my dear tom cried hia aunt soon afterwards as you arc i dare say you will have no objection to join us in a shall you leaving her and coming to him to enforce the proposal in a whisper we want to make table for mrs j ou know your mother is anxious about it but cannot very well spare time to ber self of her you and and dr grant just do and though a e play but half crowns you know you ow bet half guineas with aim i should be moat happy replied he aloud and ii i with alacrity it would give mo the greatest pleasure but that i am this moment going to dance con â â â hand do not ba any longer was led off though it was much gratitude towards her cousin or between the ot u they walked to to to a â â â st hours with and dr grant who ing old who knows no a of i m r good aunt be a me in such a way tool without bo aa to leave me no of most it raises my more tho pretence of being asked of being g time in such a as to oblige it it i liad nut luckily iii up with you i could not have got one of it it i i had but when has got a in chapter xiii i eh john this new friend had not him beyond and and being son of h lord with a tolerable independence and sir have introduction at tan desirable mr s with him had where tbey had t ten days in the aod the if friendship it might he proved and by mr s b g invited to take in bis way whenever he could und by his il he did come earlier had been in ca of ttie breaking up of a large party al the house of another which lie had left he came on the wings of and head full of acting for it had a party and play in which had home a part was within two days oi when the sudden death of of the q of the family had destroyed the scheme and k tn to be so near happiness so near fame so near tha in praise of the private at tlie â eat lord in would of the whole party for at least a and to lose it all was an injury tu be keenly tell und mr could talk of nothing else and its theatre its and dresses and jokes â bâ i ts subject and to boast of the past only i ii i a love of the theatre is so general an young 
75,people that he could hardly t of his hearers from the first casting of tho i i i l e it was all and there were il to have been a party en â â the play had q w have been count to my e a iâ si a i â i not accept i to make lord the duke the only playing before i reached i lord offered to resign hie to me it wh â uke it jou know i was sorry for lam that his for lie no t little man with n weak voice always all it must have injured the piece to make no sir henry thought i i not equal to but that because sir henry is tlie part whereas it was certainly in the of the two i was to see sir henry a luckily strength of the piece did not upon mc and tbe was thought very great by many t on tile whole it would certainly have gone off it was a hard case upon my word and i do were to bo the kind of listening sympathy it but the could not hare died at a wo e time aod it is to wishing that the could hare for we wanted it was but three da e and being br grandmother and all happening two hundred miles os i thin there would bare been no great harm and it tea i but lord i suppose is one of the men in england would not hear of it an instead of s comedy mr were at an end and lord and left to not my by well tbe nay comfort im and perhaps between he began to tremble his credit and his lungs in tbe baron and was to and to j r u amends i im a theatre at and ask you to be is though the of the moment did not with in moment j the to act was and in no strongly than in him who was now master of the who having so much leisure as u make almost any certain good had a degree of lively talents and taste as were exactly adapted to tbe novelty of thought returned again and a ain oh for the â nd to try something with l each sister could the wish and henry to whom in all the riot of it was yet an was quite c at idea i really believe said be i be foul ii nt moment to undertake any character tliat ever or iii down to the singing â â et and cocked bat feel at if v if mid ot ly tr iu the ir be it a an w â i mi ti e for a theatre what a theatre we be mom in house we must have mid tom u few yards of green fur a and be ft quite cried mr with only it i wing or two too up io flat and three or four to be im down nothing more would be on ii plan ta for mere among we more t be satisfied with lest laid maria there not be time and o cr difficulties would we adopt sir s views and make the theatre our object many parts of onr best plays are â nay said who began to with let na do nothing by it we are to act let it be in n completely fitted up with boxes and gallery and let ue â i play entire from beginning co end so as it be a german play no witli a good shifting and â dance and a and a between the acts if ve do not we do nothing now do not be disagreeable said a play better than you do or can have gone farther to to see real acting good hardened real acting j but i hardly walk ih m this room to the next to look â t the raw of those who have not been bred to the trade a mt o i gentlemen and ladies who have all of education â ad decorum to struggle through a short pause however the subject still continued and i with every one s in by the and a knowledge of the of tlie rest land though nothing was settled but that tom prefer comedy and hia sisters and henry a and that nothing in tlie world be easier to find piece which would please them all the resolution to act or other seemed so decided as to make edward he was determined to prevent it if his mother who equally heard the conversation which at did not the least die same evening him an opportunity of trying his strength and mr were in the room tom returning from them into r was standing by the â lis on the sofa at a little distance and ring her work thus began a t â i j table as ours a not n m i can stand it no â that shall ever tempt me â â â i ii â â just â et to i and â â â â â â with each aa k moving tlie the very we have if had down to for it and father s room will be it to join the room on you not tom in meaning to act said in r low voice as hia brother approached the fire not never more ao i assure you what is there to you in it i think it would be very wrong in a ate open to but aa lee are â i think it would be highly and mon than to attempt anything of the kind it would show want of on my father s account absent as ho ii and in some degree of constant danger and it would be i think with regard co maria whose situation is a very delicate 
75,one considering everything extremely delicate ou take up a thing bo seriously i as if we were going to ul three times a week till my father s return and invite all the country but it is not to be a display of that sort we nothing but a little among ourselves just to vary t and our powers in new we want no audience no we ma be trusted i think in play most perfectly and lean conceive w greater harm or to any of us in in the et ul of some author than in chattering in â of our own i have no fears and no scruples and as to my father s being absent it w so far from an objection that i it aa a motive for tlie expectation of liis return must very anxious period to my mother and if wc can be the meant rf tliat anxiety and keeping up her for the next b weeks shall think our time very well spent and so i am will he it is a i ry anxious period for her as he said this each looked towards their mother lady back in one comer of the sofa the picture a health wealth ease and was just into a dose was getting through tlie few of hb work for her smiled and shook his head by jove this won t do cried tom throwing himself into chair with a hearty laugh to be sure my dear mother i was unlucky there what is the matter asked in the heavy of one half roused i was not asleep oh dear no ma am nobody you well he continued to the former posture and vi as soon as began id nod ag iti bat i t we shall be doing no agree with you i am convinced tt â lâ l â rt of it â am to the contrary li talent in j cr â â â â â a i a and for anything of the acting link he has always a decided i am bare be at how a time ii tb wc the f and he d sad not to â in el nt and i am my name r of mj life through one a li a very different thing yon must bee the a f my father wished ui at to well wish his grown up to be acting of decorum is strict that tom i my i and i ll take care that do ni t r your concerns fl â t f f the family â il on acting replied the f lie in a very small and quiet way and i tl to be attempted it would be taking my in his absence which could not be i or every of that nature i will he in a decided tone hia house shall not be hurt i v it great an interest in being careful of his house ns q net m to such alterations is i was suggesting n at or a door as i r for the space of a week playing nt hi it you might just as well suppose lie would tc ns in this room and less in tlie tha lie vent away or to my sister s piano being a one of the room to the other absolute if not wrong as an will b an undertaking would be â r t a whole twenty pounds of â but it will be on the i and a little carpenter s work a a work may be all done at it will be too absurd to talk of as is employed every thing w don t imagine that nobody iu t yourself don t act yourself if you d â to govern everybody else said i i f the room as he said it and â fire in thoughtful ti i it all aad home i the whole now ventured t comfort â perhaps they ma â them your a taste end l there if they w â â â â i â i lo my â a i â ui do â i my i dare ba but influence df tliat could bo of nay use and if x i let things take their wi bout it her is the greatest of we had do than be altogether b the is he an of speaking the were quite as impatient of his quite as quite as determined in the cause of f tom their mother had objection to the plan and in the least of father s t id be no harm in what had been done in so many respect and bj bo many women of the consideration u it be run mad that could anything to in a plan like only brothers and d friends and which would never bo heard of seem inclined to admit that maria s n p caution and delicacy â but that c to a ie waa at liberty and maria evidently her ent as raising her so much al tt to contact ei â mother had to hope but he was the subject when henry entered the room the out no want of hands in our so want of my de aod hopes to be admitted into the and take the part of old or tame nut to do gave a which what m an we be wrong if mary feels the was obliged to acknowledge that tlie might well carry to wind of e of lore to dwell more en the â â of the on ing else was vain and as sha in she ton she no difficulties that were not talked in by her and niece who were all her an aâ the whole ment was to bring very to anybody and none at all to herself as le of bustle and importance and derived advantage of herself obliged to her e 
75,she had been a month at her own up her abode in theirs that every hour might bâ d she in fact y do chapter being â of finding a play that a iâ i bad and removed at of and the ot an of expense was already at to preparations also in ib roll of bad arrived from t out bj with a saving by her good mn lent of full three of a yard and was to a by tbe and tlie play id two or three days away in this almost to none might ever be were in so to be t to be ao many heat n q ll a need that the play be at both did oa little of a ai dug l y youth and could out oil tbe tr io were tbe miss f in a on the tom that mary a the way but his power to unnecessary r â it difference they a piece the but every i principal women all the r ll neither hamlet dot presented that ei and the tbe for heir at law and a et were a with yet so piece could be n old not with a and on one d â other it a continual of ob no that will a let oa have no too many e it a tolerable s part in tbe play anything it would be to fill it np i i t anybody to take such a part but ij â l â int might do p but for the low ft must give m opinion i have always it the mat play in the do not wish to make be to bo of any use but i think we could linked on and not to observe the ea more or d seemed to govern them bow it would end for her own wished that something might be acted for she had â even half a play but of higher r do laid tom at wâ ma y va oa â ii ib im â â â â â loo mast nut â â â i e must descend a â â r our credit in â field to it be comic let i condition fin nothing more fat the fifth time be then proposed the i w whether to or dr for very v bat trying to the other there were some fine tragic parts in tbe of tlie this wai ended by the speaker who taking up one of the many of plays that f on tbe and turning it over suddenly exclaimed â and why should not ui as well tiie how came it to be thought it strikes me as if it do exactly you all halt are two capital tragic parts for and and the butler for me if nobody else wants it a but the sort of thing i should not and as i e lore i am determined to take anything and do my beat i a the they may be filled up by anybody it is and was generally welcome was of and the first idea with everybody bad been before so likely to suit them all mr waa particularly pleased be bud been sighing and to do the at had of laid s and forced to re il all in his own the baron waa the height of his theatrical ambition and with the advantage of knowing half he by heart already did now with the alacrity offer his for the part to do him not resolve to it for that there very good ground in he professed an for that was ready to take whichever mr did not choose would perfectly satisfy a short of compliment ensued miss ou tbe interest of an in the question took on her to it that this aught to be considered and that fit him peculiarly for the she was acknowledged toil quite tight and the two parts being accepted accordingly w n of the proper three of tho characters now besides mr hush worth who was always answered by as willing to do anything when meaning like hi â to be began to be scrupulous on miss account this is not well by the absent not women enough and may do for ib me but here is nothing for your sister mc mr desired might a s wm â acting â b lt â â k â â â herself be t t ie g was immediately toy eâ tâ l r of to be eâ ry â â pâ if she would accept it it falls as ai to her lie as does to one or other of my it can be no sacrifice on their side for it is comic a short silence each sister looked anxious j for each felt the best to and was hoping to it pressed em her by the rest henry who had taken op the play and with seeming was turning the it act soon settled the i entreat miss he not to the part of or it will be the of my not indeed you must not to lier i could not countenance dressed up in woe and the any laughs we have had together would come e and hia would be obliged to run ray pleasantly it was spoken but the manner was lost s feelings she saw a glance at maria which the ur to herself n scheme a trick she was preferred the smile of triumph which trying to showed how well it was understood and before could command herself enough to speak her brother e his weight against her too by saying yes i must ab tha will be the best though e pre rs tragedy i would not trust her in it there is nothing tragedy about her she has not look of it her t not tragic features and she walks too quick and speaks and 
76,would not keep her countenance she bad better do e the s wife you had mi s wife is a pretty part i you tho the high flown of her with â deal of spirit you shall be s wife er s cried mr what are talking hie most trivial paltry insignificant part the merest oe not a tolerable speech in the whole your sister do it is an insult to propose it at the have done it we oil agreed it could not be red to anybody else a little more justice mr manager if you ton do not deserve the if you cannot appreciate the tf company a little better why to tan ray good friend till i and my company acted there must be some guess work but i mean no di ment to we cannot have two and wo must e one e wife and i am sure i set her the example of moderation in being satisfied witli the old butler if the part ii will hare more credit in making something of j bent i speeches instead ot a â mt mi iâ i â l through ae l tt t v make no in the m l â â his wife s i â â â â â li i for a it will be to make anything of it your we not nature to be on we must not to accept the part she ut be left to her will he n u n to be well r than is in the e piece it great powers to give and simplicity without e i area fail in the part r indeed ia beyond the reach of every by p it a delicacy of feeling wliich tbey liave not it a you u i undertake lt with a look of an entreaty h a little but while the hesitated what to any her brother ij with miss s better claim no not he it u not at all the m her she nut like it she would not do well s la too tall and robust be it ll light dipping it is fit r r and miss ct â l ii va she the part and i am persuaded will tj r ag to this henry continued w vou oblige as said he when you have the character i am you will d it you tragedy may be your choice but it will that comedy you will ve to t with n basket of you wiu not to lu in i yon coming in with your basket the influence of is was felt wavered only to soothe and her and make her previous she him the alight had been â he was perhaps but at treacherous with she at her sister maria s countenance iii it if lie were vexed and alarmed â but maria looked a and well knew on this nut be happy but at her expense with hasty is nation and a tremulous voice said to him to n seem afraid of not keeping your when i with basket of provisions â though one might have t j it is only aa that i was to be so m â looked rather and as if li u not know what to say tom begun â miss must be she will be an j f do not be of wanting the character cried ih with i am not to be i iii will do nothing and as to it in ni tbe moat to me i q o i de â i v t against and iâ ia w â â â â she hastily out of the t to one but s t j â bad been â â ii â wâ t â â not thick of her m he mil ty â her her brother bud was eagerly with mr help to â while maria and â â in an under and the with it i am sure i would np the part to it that i do it very ill i do it worse all â t time the of party and mr walking off u r in the now to he â s tn go to the of to i ted in a and am li a different ways so totally improper f v lion the â ef one and tne c i lo be by any woman o her could be aware of ti i y in i to hare them as as the would make chapter xv â l the part very readily and mi s return the mr it he die ft c se and and at did not to to direct mm bat upon being the different style of the und li which and that he had ev n the i aod had thought a stupid ft he r the approved the for lad to the better and not a his tht count am a iii it lo o much a wi i â ii jf appearance would lie to think of the or draw or any of that displeasure hail been i f prepare il foi i was settled had out all the morning knew of the bat he ed the drawing room dinner tlie of discussion between tom maria and and mr with great to tell him the agreeable news we have got a he it is to bo lovers vow i am to be count and am to come in a mt and a pink satin and afterwards am to have fine by of a dress i do not know how i like it e followed and her heart for fatal u she heard and felt what hia sensations most be i in a tone of the greatest was m reply to mr and he turned towards his sisters as if hardly doubting a contradiction cried mr after all oar and we there it nothing will suit as 
76,bo nothing so as lovers vows the wonder that it should not have been thought of before my abominable for here we have all the advantage of what i at is to have anything of a model we haye cast almost every part but what do you do for women said gravely and looking at maria blushed in spite of herself as she answered i take the part which lady was to have done and with a e miss ia to be i should not have thought it the sort of play to be bo np with iii replied turning away to the arc where eat his mother aunt and and himself a look of great vexation mr followed him to i come in three time have two aad forty speeches that s something is not ite but i do not like the idea of being so fine hardly know myself in a blue and a pink satin cloak could not answer him in a few mr wâ a called out of the room to satisfy some doubts of the carpenter and being accompanied by mr and followed by mr almost took the of saying i cannot before mr speak what i fed m to this play without reflecting on his friends at must now my dear maria tell i that i think it for private representation and that i hope you will tr j up cannot hut suppose yoa will when you have read it j head only the act v see how you can approve it tt re ou ta b am i very cried l tlie play i yo i and so which will be made of i can lee in it and am not only woman it very fit for for it was his answer but in this matter it is su who arc lo lead au set the example if others h ve it is place to put them right and show true delicacy in all points of decorum your conduct must be law to the rest of the picture of her had some effect no one loved better to lead than maria and with f ir more good humour she i am much obliged to jou you mean very fret am sure but i still think things too strongly and i cannot undertake to the rest upon of this j would be the greatest i do you ne that i could have such an idea in my let be the only say that on e ing the part you feel yourself unequal to it that you find it more exertion and confidence than you can be supposed say firmness be quite au who can distinguish will understand your the play will tie given up and your delicacy honoured as it ought do not act anything improper my dear said lady â sir would not like it ring the bell must have lay surely is dressed by time i am convinced sold preventing that sir thomas would not it there my dear do you hear what says to decline the part said maria with renewed m certainly it i cried oh i she alight think the difference between us â the difference in our â that not be so scrupulous as might fed i am sure she would argue so no you must excuse me i ray consent it is too far settled would be so disappointed tom would be quite angry and if are so very nice we shall never act anything i was just going to say the very same thing said if every play is to be objected to you will act nothing and the will be all so much money thrown away and i am thai be a to us all i do not know the play bnt oa maria says if there is a too warm and it is so most of them it can be easily left out we must not be over as mr is to act too there can be no harm only ton had known his own mind when the c i s i l for there was the loss of half a day s work about â â well and i vi â of t e rings ia no vo â e ix er i am of some use â lie most of t e â set â â s been about me io yard and vm just out when who i see dick up i door with two of deal board in his hand i td i ou may be mother had chanced to j bin of a to aod then father bid him being i the two bite of board for he could not no bow do without i i what td this for the dinner ring at the very moment over our heads j and as i â i people the are very i l t i w bo the sort of people to get all they can j lo toe bay a great of ten years to be of i the s di to â â ther ao get you home again as f the boy looked and turned away wi v â â i r i w d i might pretty u cure him of coming about the hi ii i hate such ao good â your father i j f im thâ man the year round nobody at the trouble of an answer the â â turned and found tliat to bare endeavoured to let t light be his only satisfaction dinner heavily mrs again her over dick but neither nor preparation were much talked of for s dis felt by bis brother he would not have owned it henry s g support thought the better avoided mr who was trying to to found her gloom less impenetrable on any than that of bis regret at her their company ua ill having only hia own part and his own 
